PokedexNumber,Name,PrimaryType,SecondaryType,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,HighestStat,HighestStatValue,EvolutionStage,Color,Height,Weight,DexEntry,Generation
419,Floatzel,Water,None,85,105,55,85,50,115,Speed,115,2,Brown,11,335,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,4
420,Cherubi,Grass,None,45,35,45,62,53,35,Special Attack,62,1,Pink,4,33,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",4
421,Cherrim,Grass,None,70,60,70,87,78,85,Special Attack,87,2,Purple,5,93,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.,4
422,Shellos,Water,None,76,48,48,57,62,34,Hp,76,1,Purple,3,63,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.",4
423,Gastrodon,Water,Ground,111,83,68,92,82,39,Hp,111,2,Purple,9,299,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.",4
424,Ambipom,Normal,None,75,100,66,60,66,115,Speed,115,2,Purple,12,203,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",4
425,Drifloon,Ghost,Flying,90,50,34,60,44,70,Hp,90,1,Purple,4,12,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.",4
426,Drifblim,Ghost,Flying,150,80,44,90,54,80,Hp,150,2,Purple,12,150,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go.",4
427,Buneary,Normal,None,55,66,44,44,56,85,Speed,85,1,Brown,4,55,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,4
428,Lopunny,Normal,None,65,76,84,54,96,105,Speed,105,2,Brown,12,333,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,4
429,Mismagius,Ghost,None,60,60,60,105,105,105,Special Attack,105,2,Purple,9,44,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,4
430,Honchkrow,Dark,Flying,100,125,52,105,52,71,Attack,125,2,Black,9,273,"Becoming active at night, it is known to swarm with numerous MURKROW in tow.",4
431,Glameow,Normal,None,49,55,42,42,37,85,Speed,85,1,Gray,5,39,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,4
432,Purugly,Normal,None,71,82,64,64,59,112,Speed,112,2,Gray,10,438,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.,4
433,Chingling,Psychic,None,45,30,50,65,50,45,Special Attack,65,1,Yellow,2,6,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.,4
434,Stunky,Poison,Dark,63,63,47,41,41,74,Speed,74,1,Purple,4,192,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,4
435,Skuntank,Poison,Dark,103,93,67,71,61,84,Hp,103,2,Purple,10,380,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,4
436,Bronzor,Steel,Psychic,57,24,86,24,86,23,Defense,86,1,Green,5,605,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,4
437,Bronzong,Steel,Psychic,67,89,116,79,116,33,Defense,116,2,Green,13,1870,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.",4
438,Bonsly,Rock,None,50,80,95,10,45,10,Defense,95,1,Brown,5,150,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.,4
439,Mime-Jr,Psychic,Fairy,20,25,45,70,90,60,Special Defense,90,1,Pink,6,130,"In an attempt to confuse its enemy, it mimics the enemy’s movements. Then it wastes no time in making itself scarce!",4
440,Happiny,Normal,None,100,5,5,15,65,30,Hp,100,1,Pink,6,244,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,4
441,Chatot,Normal,Flying,76,65,45,92,42,91,Special Attack,92,1,Black,5,19,"It can learn and speak human words. If they gather, they all learn the same saying.",4
442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,Defense,108,1,Purple,10,1080,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,4
443,Gible,Dragon,Ground,58,70,45,40,45,42,Attack,70,1,Blue,7,205,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",4
444,Gabite,Dragon,Ground,68,90,65,50,55,82,Attack,90,2,Blue,14,560,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,4
445,Garchomp,Dragon,Ground,108,130,95,80,85,102,Attack,130,3,Blue,19,950,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.",4
446,Munchlax,Normal,None,135,85,40,40,85,5,Hp,135,1,Black,6,1050,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.",4
447,Riolu,Fighting,None,40,70,40,35,40,60,Attack,70,1,Blue,7,202,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,4
448,Lucario,Fighting,Steel,70,110,70,115,70,90,Special Attack,115,2,Blue,12,540,It has the ability to sense the auras of all things. It understands human speech.,4
449,Hippopotas,Ground,None,68,72,78,38,42,32,Defense,78,1,Brown,8,495,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",4
450,Hippowdon,Ground,None,108,112,118,68,72,47,Defense,118,2,Brown,20,3000,It blasts internally stored sand from ports on its body to create a towering twister for attack.,4
451,Skorupi,Poison,Bug,40,50,90,30,55,65,Defense,90,1,Purple,8,120,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,4
452,Drapion,Poison,Dark,70,90,110,60,75,95,Defense,110,2,Purple,13,615,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,4
453,Croagunk,Poison,Fighting,48,61,40,61,40,50,Attack,61,1,Blue,7,230,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,4
454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,Attack,106,2,Blue,13,444,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,4
455,Carnivine,Grass,None,74,100,72,90,72,46,Attack,100,1,Green,14,270,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.",4
456,Finneon,Water,None,49,49,56,49,61,66,Speed,66,1,Blue,4,70,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",4
457,Lumineon,Water,None,69,69,76,69,86,91,Speed,91,2,Blue,12,240,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,4
458,Mantyke,Water,Flying,45,20,50,60,120,50,Special Defense,120,1,Blue,10,650,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,4
459,Snover,Grass,Ice,60,62,50,62,60,40,Attack,62,1,White,10,505,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.",4
460,Abomasnow,Grass,Ice,90,92,75,92,85,60,Attack,92,2,White,22,1355,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,4
461,Weavile,Dark,Ice,70,120,65,45,85,125,Speed,125,2,Black,11,340,They communicate by clawing signs in boulders and work together to surround enemies.,4
462,Magnezone,Electric,Steel,70,70,115,130,90,60,Special Attack,130,3,Gray,12,1800,It evolved from exposure to a special magnetic field. Three units generate magnetism.,4
463,Lickilicky,Normal,None,110,85,95,80,95,50,Hp,110,2,Pink,17,1400,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,4
464,Rhyperior,Ground,Rock,115,140,130,55,55,40,Attack,140,3,Gray,24,2828,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,4
465,Tangrowth,Grass,None,100,100,125,110,50,50,Defense,125,2,Blue,20,1286,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,4
466,Electivire,Electric,None,75,123,67,95,85,95,Attack,123,3,Yellow,18,1386,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",4
467,Magmortar,Fire,None,75,95,67,125,95,83,Special Attack,125,3,Red,16,680,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.",4
468,Togekiss,Fairy,Flying,85,50,95,120,115,80,Special Attack,120,3,White,15,380,It will never appear where there is strife. Its sightings have become rare recently.,4
469,Yanmega,Bug,Flying,86,76,86,116,56,95,Special Attack,116,2,Green,19,515,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes.",4
470,Leafeon,Grass,None,65,110,130,60,65,95,Defense,130,2,Green,10,255,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",4
471,Glaceon,Ice,None,65,60,110,130,95,65,Special Attack,130,2,Blue,8,259,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",4
472,Gliscor,Ground,Flying,75,95,125,45,75,95,Defense,125,2,Purple,20,425,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",4
473,Mamoswine,Ice,Ground,110,130,80,70,60,80,Attack,130,3,Brown,25,2910,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,4
474,Porygon-Z,Normal,None,85,80,70,135,75,90,Special Attack,135,3,Red,9,340,"Additional software was installed to make it a better Pokémon. It began acting oddly, however.",4
475,Gallade,Psychic,Fighting,68,125,65,65,115,80,Attack,125,3,White,16,520,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",4
476,Probopass,Rock,Steel,60,55,145,75,150,40,Special Defense,150,2,Gray,14,3400,It freely controls three units called Mini-Noses using magnetic force.,4
477,Dusknoir,Ghost,None,45,100,135,65,135,45,Defense,135,3,Black,22,1066,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,4
478,Froslass,Ice,Ghost,70,80,70,80,70,110,Speed,110,2,White,13,266,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,4
479,Rotom,Electric,Ghost,50,50,77,95,77,91,Special Attack,95,1,Red,3,3,"Research continues on this Pokémon, which could be the power source of a unique motor.",4
480,Uxie,Psychic,None,75,75,130,75,130,95,Defense,130,1,Yellow,3,3,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,4
481,Mesprit,Psychic,None,80,105,105,105,105,80,Attack,105,1,Pink,3,3,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",4
482,Azelf,Psychic,None,75,125,70,125,70,115,Attack,125,1,Blue,3,3,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",4
483,Dialga,Steel,Dragon,100,120,120,150,100,90,Special Attack,150,1,White,54,6830,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,4
484,Palkia,Water,Dragon,90,120,100,150,120,100,Special Attack,150,1,Purple,42,3360,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,4
485,Heatran,Fire,Steel,91,90,106,130,106,77,Special Attack,130,1,Brown,17,4300,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,4
486,Regigigas,Normal,None,110,160,110,80,110,100,Attack,160,1,White,37,4200,There is an enduring legend that states this Pokémon towed continents with ropes.,4
487,Giratina-Altered,Ghost,Dragon,150,100,120,100,120,90,Hp,150,1,Black,45,7500,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,4
488,Cresselia,Psychic,None,120,70,110,75,120,85,Hp,120,1,Yellow,15,856,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,4
489,Phione,Water,None,80,80,80,80,80,80,Hp,80,1,Blue,4,31,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.,4
490,Manaphy,Water,None,100,100,100,100,100,100,Hp,100,2,Blue,3,14,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",4
491,Darkrai,Dark,None,70,90,90,135,90,125,Special Attack,135,1,Black,15,505,It can lull people to sleep and make them dream. It is active during nights of the new moon.,4
492,Shaymin-Land,Grass,None,100,100,100,100,100,100,Hp,100,1,Green,2,21,It lives in flower patches and avoids detection by curling up to look like a flowering plant.,4
493,Arceus,Normal,None,120,120,120,120,120,120,Hp,120,1,White,32,3200,"It is said to have emerged from an egg in a place where there was nothing, then shaped the world.",4
494,Victini,Psychic,Fire,100,100,100,100,100,100,Hp,100,1,Yellow,4,40,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",5
495,Snivy,Grass,None,45,45,55,45,55,63,Speed,63,1,Green,6,81,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,5
496,Servine,Grass,None,60,60,75,60,75,83,Speed,83,2,Green,8,160,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",5
497,Serperior,Grass,None,75,75,95,75,95,113,Speed,113,3,Green,33,630,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,5
498,Tepig,Fire,None,65,63,45,45,45,45,Hp,65,1,Red,5,99,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,5
499,Pignite,Fire,Fighting,90,93,55,70,55,55,Attack,93,2,Red,10,555,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",5
